full_name,height_inches,reach_inches,stance
Tom Murphy,74.0,,Southpaw
Ian Murphy,73.0,,Orthodox
Jon Murphy,75.0,,Orthodox
Lauren Murphy,65.0,67.0,Orthodox
Patrick Murphy,72.0,,
Lerone Murphy,69.0,73.0,Orthodox
Lee Murray,75.0,,Orthodox
Jesse Murray,75.0,78.0,Orthodox
Khalid Murtazaliev,72.0,76.0,Orthodox
Azamat Murzakanov,70.0,71.0,Southpaw
Josias Musasa,68.0,74.0,Southpaw
Tofiq Musayev,69.0,69.0,Orthodox
Nicholas Musoke,72.0,75.0,Orthodox
Andre Mussi,75.0,,Orthodox
Magomed Mustafaev,68.0,71.0,Orthodox
Max Mustaki,72.0,,Orthodox
Elvis Mutapcic,72.0,72.0,Orthodox
Fiona Muxlow,64.0,,
Ho Bae Myeon,71.0,,Orthodox
Katsuhiko Nagata,67.0,,Southpaw
Yuji Nagata,72.0,,Orthodox
Greg Nagy,73.0,,Orthodox
Logan Nail,,,
Muhammad Naimov,69.0,70.0,Orthodox
Yukiya Naito,73.0,,Orthodox
Yura Naito,72.0,74.0,Orthodox
Andrews Nakahara,73.0,,Orthodox
Rin Nakai,61.0,,Orthodox
Kazuhiro Nakamura,71.0,70.0,Orthodox
Keita Nakamura,71.0,73.0,Southpaw
Daisuke Nakamura,67.0,,Orthodox
Yusaku Nakamura,65.0,,
Rinya Nakamura,67.0,68.0,Southpaw
Keiichiro Nakamura,70.0,70.0,Southpaw
Tokitaka Nakanishi,66.0,66.0,Orthodox
Jutaro Nakao,69.0,,Southpaw
Yoshihiro Nakao,72.0,,Southpaw
Mandel Nallo,72.0,75.0,Orthodox
Yui Chul Nam,69.0,,Orthodox
Tyson Nam,67.0,68.0,Orthodox
Rose Namajunas,65.0,65.0,Orthodox
Yasuhito Namekawa,69.0,,Orthodox
Nad Narimani,68.0,70.0,Orthodox
Roger Narvaez,75.0,,Southpaw
Fabio Nascimento,70.0,,Orthodox
Allan Nascimento,68.0,69.0,Orthodox
Rodrigo Nascimento,74.0,80.0,Orthodox
Bobby Nash,72.0,74.0,Orthodox
Reza Nasri,71.0,,Orthodox
Nasrudin Nasrudinov,72.0,71.0,Orthodox
Pawel Nastula,72.0,,Southpaw
Rafael Natal,72.0,77.0,Orthodox
Kevin Natividad,66.0,70.0,Orthodox
Ismail Naurdiev,70.0,74.0,Orthodox
Danny Navarro,70.0,,
Marcio Navarro,72.0,,
Tafon Nchukwi,72.0,77.0,Orthodox
Dustin Neace,69.0,69.0,
Josh Neal,72.0,,
Joe Neal,66.0,,
Geoff Neal,71.0,75.0,Southpaw
Stanislav Nedkov,71.0,71.0,Orthodox
Josh Neer,71.0,72.0,Orthodox
Nicolae Negumereanu,72.0,78.0,Orthodox
Steve Nelmark,72.0,,Orthodox
Shane Nelson,69.0,70.0,Southpaw
Roy Nelson,72.0,73.0,Orthodox
Gunnar Nelson,71.0,72.0,Switch
Kyle Nelson,71.0,71.0,Switch
Lissette Neri,62.0,,
Mario Neto,72.0,,Orthodox
Antonio Braga Neto,75.0,77.0,Orthodox
Eduardo Neves,74.0,78.0,Orthodox
Julio Cesar Neves Jr.,68.0,,
Nick Newell,70.0,,Southpaw
Journey Newson,65.0,67.0,Orthodox
Jeff Newton,74.0,,Sideways
Carlos Newton,69.0,,Orthodox
Emanuel Newton,73.0,,
Francis Ngannou,76.0,83.0,Orthodox
Nghiem Van Y,67.0,68.0,Orthodox
Ben Nguyen,65.0,65.0,Switch
Steven Nguyen,71.0,73.0,Switch
Alex Nicholson,76.0,77.0,Orthodox
Bo Nickal,73.0,76.0,Southpaw
Mike Nickels,76.0,,Orthodox
Matheus Nicolau,66.0,66.0,Orthodox
Stewart Nicoll,65.0,65.0,Orthodox
Jaimelene Nievera,65.0,,Orthodox
Khomkrit Niimi,62.0,,
Tom Niinimaki,69.0,69.0,Orthodox
Ramsey Nijem,71.0,75.0,Orthodox
Hans Nijman,72.0,,Switch
Fedor Nikolov,,,
Jack Nilson,,,
Mats Nilsson,73.0,,Orthodox
Guangyou Ning,64.0,64.0,Southpaw
Soichi Nishida,71.0,,Orthodox
Yosuke Nishijima,69.0,,Orthodox
Yamato Nishikawa,67.0,,Orthodox
Akiyo Nishiura,68.0,,Southpaw
Anthony Njokuani,73.0,75.0,Orthodox
Chidi Njokuani,75.0,80.0,Orthodox
Derrick Noble,69.0,,Southpaw
Kyle Noblitt,74.0,,
Pedro Nobre,65.0,,
Jacob Noe,,,
Antonio Rodrigo Nogueira,75.0,77.0,Orthodox
Rogerio Nogueira,74.0,75.0,Southpaw
Alexandre Franca Nogueira,67.0,,Orthodox
Talita Nogueira,70.0,,
Kyle Noke,73.0,76.0,Southpaw
Tom Nolan,75.0,73.0,Southpaw
Eric Nolan,74.0,74.0,Orthodox
Nick Nolte,72.0,,
KJ Noons,70.0,70.0,Orthodox
Sage Northcutt,72.0,71.0,Orthodox
Jan Nortje,73.0,,Southpaw
Scott Norton,70.0,,Orthodox
Shohei Nose,66.0,68.0,Switch
Jonatas Novaes,71.0,,
Jason Novelli,72.0,,Orthodox
Phillipe Nover,69.0,72.0,Orthodox
Shayilan Nuerdanbieke,68.0,69.0,Orthodox
Azamat Nuftillaev,,,
Diego Nunes,66.0,67.0,Orthodox
Amanda Nunes,68.0,69.0,Orthodox
Nina Nunes,65.0,64.0,Orthodox
Istela Nunes,64.0,66.0,Orthodox
Josiane Nunes,62.0,67.0,Southpaw
Diyar Nurgozhay,74.0,74.0,Southpaw
Khabib Nurmagomedov,70.0,70.0,Orthodox
Said Nurmagomedov,68.0,70.0,Orthodox
Abubakar Nurmagomedov,71.0,72.0,Orthodox
Umar Nurmagomedov,68.0,69.0,Orthodox
Adilet Nurmatov,,,
Kennedy Nzechukwu,77.0,83.0,Southpaw
Jake O'Brien,75.0,76.0,Orthodox
TJ O'Brien,74.0,,Orthodox
Sean O'Connell,73.0,74.0,Orthodox
Dan O'Connor,64.0,,
Sean O'Haire,77.0,,Orthodox
Sean O'Malley,71.0,72.0,Switch
Jeremiah O'Neal,68.0,,
Chuck O'Neil,74.0,,
Casey O'Neill,66.0,69.0,Orthodox
Brendan O'Reilly,67.0,69.0,Orthodox
Takahiro Oba,68.0,,Southpaw
Nobuhiro Obiya,68.0,,Orthodox
Jose Ochoa,67.0,67.0,Southpaw
Christian Ocon,68.0,69.0,Orthodox
Richard Odoms,77.0,,Orthodox
Volkan Oezdemir,74.0,75.0,Orthodox
Kaan Ofli,67.0,66.0,Orthodox
Naoya Ogawa,76.0,,Orthodox
Trey Ogden,71.0,72.0,Orthodox
Andy Ogle,68.0,69.0,Orthodox
Ho Taek Oh,,,
Michiyoshi Ohara,70.0,,Orthodox
Koji Oishi,68.0,,Orthodox
Takayuki Okada,73.0,,Orthodox
Yushin Okami,74.0,75.0,Southpaw
JJ Okanovich,71.0,76.0,Orthodox
Bolaji Oki,70.0,73.0,Orthodox
Kazuki Okubo,71.0,,Orthodox
Masakatsu Okuda,,,
Aleksei Oleinik,74.0,80.0,Orthodox
Michal Oleksiejczuk,72.0,74.0,Southpaw
Cezary Oleksiejczuk,75.0,75.0,Southpaw
Rafaello Oliveira,68.0,71.0,Orthodox
Charles Oliveira,70.0,74.0,Orthodox
Jorge Oliveira,73.0,,
Ednaldo Oliveira,77.0,,Orthodox
Alex Oliveira,71.0,76.0,Orthodox
Maria Oliveira,66.0,69.0,Orthodox
Bruno Oliveira,76.0,80.0,Orthodox
Saimon Oliveira,64.0,72.0,Orthodox
Vinicius Oliveira,69.0,70.0,Switch
Ravena Oliveira,65.0,65.0,Orthodox
Michael Oliveira,,,
Wendell Oliveira Marques,70.0,,Orthodox
Felipe Olivieri,69.0,,Orthodox
Andy Ologun,72.0,,Orthodox
Shana Olsen,67.0,,
Casey Olson,67.0,,Orthodox
Dennis Olson,72.0,,
Cameron Olson,73.0,75.0,Orthodox
Gadzhi Omargadzhiev,73.0,71.0,Switch
Alan Omer,70.0,,Orthodox
Daniel Omielanczuk,72.0,74.0,Southpaw
Michihiro Omigawa,66.0,68.0,Orthodox
David Onama,71.0,74.0,Orthodox
Charlie Ontiveros,74.0,74.0,Switch
Chibwikem Onyenegecha,75.0,,Orthodox
Myktybek Orolbai,70.0,74.0,Orthodox
Sam Oropeza,74.0,,
Brian Ortega,68.0,69.0,Switch
Tito Ortiz,75.0,74.0,Orthodox
Jorge Ortiz,72.0,,Orthodox
Dustin Ortiz,65.0,65.0,Orthodox
Kenji Osawa,67.0,66.0,Orthodox
Ode Osbourne,67.0,73.0,Southpaw
Kurt Osiander,,,
Nick Osipczak,74.0,76.0,Orthodox
Nissen Osterneck,74.0,,Orthodox
Rachael Ostovich,63.0,62.0,Orthodox
Pedro Otavio,75.0,,Orthodox
Alexander Otsuka,73.0,,Orthodox
Takafumi Otsuka,66.0,,Orthodox
Quemuel Ottoni,72.0,72.0,Orthodox
Zak Ottow,71.0,72.0,Orthodox
Artur Oumakhanov,67.0,,Orthodox
Sidney Outlaw,68.0,74.0,Orthodox
Alistair Overeem,76.0,80.0,Orthodox
Valentijn Overeem,75.0,,Orthodox
Craig Oxley,69.0,,
Shungo Oyama,71.0,,Southpaw
Ren Ozaki,67.0,68.0,Orthodox
Alptekin Ozkilic,65.0,65.0,Orthodox
Raquel Pa'aluhi,67.0,,
Nick Pace,67.0,68.0,Orthodox
Jimmie Pace,,,
Larissa Pacheco,67.0,,Orthodox
Angel Pacheco,68.0,70.0,Orthodox
Teemu Packalen,73.0,75.0,Orthodox
George Pacurariu,67.0,,
Cyrillo Padilha,71.0,,
Gary Padilla,71.0,,
Fernando Padilla,73.0,76.0,Orthodox
Chris Padilla,69.0,74.0,Orthodox
Damacio Page,66.0,66.0,Orthodox
Michael Page,75.0,79.0,Switch
Dustin Pague,69.0,74.0,Orthodox
Josh Paiva,66.0,,
Raulian Paiva,68.0,69.0,Orthodox
Dinis Paiva Jr.,69.0,71.0,Southpaw
Fredson Paixao,66.0,66.0,Orthodox
Luis Pajuelo,70.0,69.0,Orthodox
Jose Palacios,69.0,,Orthodox
Ricky Palacios,66.0,,Orthodox
Bart Palaszewski,69.0,70.0,Orthodox
Sasha Palatnikov,73.0,72.0,Switch
Soa Palelei,76.0,81.0,Orthodox
Rousimar Palhares,68.0,71.0,Orthodox
Tulio Palhares,,,
Stephen Palling,64.0,,
Eduardo Pamplona,71.0,,
Ruel Panales,65.0,67.0,Southpaw
Yuri Panferov,73.0,72.0,Orthodox
Alexandre Pantoja,65.0,67.0,Orthodox
Jared Papazian,68.0,67.0,Southpaw
Kathryn Paprocki,63.0,63.0,Orthodox
Joe Pardo,73.0,,Southpaw
Bryan Pardoe,73.0,,Orthodox
Remco Pardoel,75.0,,Southpaw
Ido Pariente,68.0,,Orthodox
Josh Parisian,76.0,79.0,Orthodox
Karo Parisyan,70.0,72.0,Orthodox
Won Sik Park,71.0,,Orthodox
JunYong Park,70.0,73.0,Orthodox
Harvey Park,72.0,70.0,Orthodox
HyunSung Park,67.0,66.0,Orthodox
JaeHyun Park,68.0,73.0,Orthodox
EoJin Park,72.0,71.0,Orthodox
Norman Parke,71.0,70.0,Southpaw
Ryan Parker,75.0,,Southpaw
Larry Parker,71.0,,Orthodox
Tyra Parker,65.0,,Orthodox
Mick Parkin,76.0,79.0,Orthodox
Willie Parks,70.0,,
Jordan Parsons,69.0,,
Preston Parsons,71.0,71.0,Orthodox
Jonny Parsons,69.0,69.0,Orthodox
Onassis Parungao,71.0,,
Ramona Pascual,67.0,66.0,Southpaw
Quentin Pasley,,,
Billy Pasulatan,65.0,66.0,Switch
Guilherme Pat,,,
Jhonoven Pati,73.0,75.0,Switch
Windri Patilima,66.0,71.0,Southpaw
Jorge Patino,68.0,,Orthodox
Russell Patrick,69.0,,
Claude Patrick,71.0,75.0,Orthodox
Alan Patrick,71.0,74.0,Southpaw
Michael Patt,72.0,,Orthodox
Justin Patterson,70.0,,
Sam Patterson,75.0,78.0,Orthodox
Zac Pauga,74.0,76.0,Orthodox
Julio Paulino,72.0,,Orthodox
Thomas Paull,67.0,67.0,Orthodox
Sergei Pavlovich,75.0,84.0,Southpaw
Pawel Pawlak,72.0,73.0,Orthodox
Estevan Payan,70.0,,Orthodox
Sarah Payant,64.0,,
Roland Payne,69.0,,Orthodox
Jonathan Pearce,72.0,71.0,Switch
Joe Pearson,70.0,,Orthodox
Ross Pearson,68.0,69.0,Orthodox
Andre Pederneiras,68.0,,Orthodox
Carlo Pedersoli Jr.,71.0,75.0,Southpaw
Matt Pedro,,,
Tyson Pedro,75.0,79.0,Orthodox
Trevor Peek,69.0,70.0,Switch
Willie Peeters,69.0,,Orthodox
Filip Pejic,68.0,,Orthodox
Kurt Pellegrino,68.0,70.0,Orthodox
Yan Pellerin,71.0,,Orthodox
Julianna Pena,66.0,69.0,Orthodox
Luis Pena,75.0,75.0,Southpaw
Felipe Pena,,,
Matej Penaz,75.0,83.0,Southpaw
Sherman Pendergarst,73.0,,Orthodox
Drew Pendleton,,,
Cathal Pendred,73.0,75.0,Orthodox
BJ Penn,69.0,70.0,Orthodox
Jessica Penne,65.0,67.0,Orthodox
Nick Penner,76.0,,Southpaw
Justin Pennington,64.0,,
Raquel Pennington,67.0,67.0,Orthodox
Tecia Pennington,61.0,60.0,Orthodox
Jerron Peoples,72.0,,
Godofredo Pepey,67.0,73.0,Orthodox
Ray Perales,70.0,,Orthodox
Robert Peralta,68.0,71.0,Orthodox
Viviane Pereira,61.0,63.0,Orthodox
Michel Pereira,73.0,73.0,Orthodox
Alex Pereira,76.0,79.0,Orthodox
Daniel Pereira,70.0,,
Luciano Pereira,,,Orthodox
Alice Pereira,68.0,71.0,Orthodox
Rolando Perez,68.0,,Orthodox
Philip Perez,65.0,,Southpaw
Erik Perez,68.0,68.0,Orthodox
Alejandro Perez,66.0,67.0,Orthodox
Frankie Perez,71.0,73.0,Orthodox
Jose Perez,,,
Alex Perez,66.0,65.0,Orthodox
Markus Perez,73.0,73.0,Orthodox
Ailin Perez,65.0,66.0,Switch
Cristian Perez,69.0,72.0,Orthodox
Rafael Pergentino,73.0,76.0,Orthodox
Brando Pericic,77.0,79.0,Orthodox
Anthony Perosh,75.0,75.0,Orthodox
Thiago Perpetuo,70.0,,Orthodox
Hernani Perpetuo,72.0,,Orthodox
Jay Perrin,67.0,67.0,Switch
Mike Perry,70.0,71.0,Orthodox
Raphael Pessoa,75.0,78.0,Orthodox
Viktor Pesta,75.0,77.0,Orthodox
Leiticia Pestova,66.0,,Orthodox
Tony Petarra,71.0,,Orthodox
Tommy Petersen,,,
Thomas Petersen,73.0,74.0,Southpaw
Cory Peterson,83.0,,Orthodox
Steven Peterson,70.0,70.0,Orthodox
Vitor Petrino,74.0,77.0,Orthodox
Andre Petroski,72.0,73.0,Switch
Armen Petrosyan,75.0,71.0,Orthodox
Ivana Petrovic,68.0,70.0,Southpaw
Seth Petruzelli,72.0,76.0,Orthodox
Peter Petties,71.0,72.0,Southpaw
Anthony Pettis,70.0,72.0,Orthodox
Sergio Pettis,66.0,69.0,Orthodox
Forrest Petz,69.0,71.0,Orthodox
Dino Pezao,,,Orthodox
Cody Pfister,70.0,73.0,Orthodox
Nam Phan,66.0,70.0,Orthodox
Constantinos Philippou,71.0,73.0,Orthodox
Wayne Phillips,,,
Dave Phillips,72.0,,Orthodox
Aaron Phillips,69.0,71.0,Southpaw
Elizabeth Phillips,66.0,65.0,Orthodox
John Phillips,71.0,75.0,Southpaw
Kyler Phillips,68.0,72.0,Orthodox
Mario Piazzon,69.0,73.0,Orthodox
Nick Pica,70.0,,
Nick Piccininni,66.0,66.0,Orthodox
Adam Piccolotti,71.0,,
Vinc Pichel,70.0,72.0,Orthodox
Brad Pickett,66.0,68.0,Orthodox
Jamie Pickett,74.0,80.0,Orthodox
Aaron Pico,68.0,70.0,Orthodox
Fabiola Pidroni,,,
Oskar Piechota,72.0,76.0,Southpaw
Nick Piedmont,70.0,,
Mike Pierce,68.0,71.0,Orthodox
Joao Pierini,73.0,,Switch
Jonathan Piersma,71.0,73.0,Orthodox
Sean Pierson,72.0,76.0,Southpaw
Domingo Pilarte,72.0,73.0,Southpaw
Paddy Pimblett,70.0,73.0,Orthodox
Damian Pinas,73.0,79.0,Orthodox
Daniel Pineda,67.0,69.0,Orthodox
Jesus Pinedo,70.0,,Southpaw
Pingyuan Liu,66.0,72.0,Orthodox
Luana Pinheiro,62.0,62.0,Orthodox
Mario Pinto,77.0,79.0,Orthodox
Gaetano Pirrello,67.0,65.0,Orthodox
Maki Pitolo,70.0,75.0,Orthodox
Dmitry Poberezhets,75.0,,
Jamal Pogues,75.0,77.0,Orthodox
Ross Pointon,68.0,,Orthodox
Dustin Poirier,69.0,72.0,Southpaw
Igor Pokrajac,72.0,74.0,Orthodox
John Polakowski,70.0,,Orthodox
Julia Polastri,62.0,64.0,Orthodox
Brandon Polcare,,,
Mike Polchlopek,76.0,,Orthodox
Santiago Ponzinibbio,72.0,73.0,Orthodox
Grigory Popov,67.0,68.0,Switch
Alexander Poppeck,74.0,,Orthodox
Felipe Portela,,,
Parker Porter,72.0,75.0,Orthodox
Ihor Potieria,75.0,75.0,Southpaw
Callan Potter,72.0,72.0,Orthodox
Dylan Potter,74.0,77.0,Switch
Ruan Potts,74.0,75.0,Orthodox
Devin Powell,72.0,73.0,Orthodox
Marcin Prachnio,75.0,73.0,Orthodox
Wagner Prado,72.0,74.0,Southpaw
Francisco Prado,70.0,69.0,Orthodox
Trevor Prangley,73.0,75.0,Orthodox
Ricardo Prasel,79.0,78.0,Orthodox
Carlo Prater,71.0,72.0,Switch
Carlos Prates,73.0,78.0,Switch
Michel Prazeres,66.0,67.0,Orthodox
Philip Preece,68.0,,Orthodox
Kyle Prepolec,70.0,70.0,Southpaw
Dorian Price,75.0,,Southpaw
Chris Price,74.0,,Southpaw
Niko Price,72.0,76.0,Orthodox
Shane Primm,75.0,,Orthodox
Brent Primus,70.0,,
Jiri Prochazka,75.0,80.0,Orthodox
Lara Procopio,64.0,67.0,Orthodox
Joe Proctor,70.0,72.0,Orthodox
Cole Province,69.0,68.0,Orthodox
Daniel Puder,75.0,,Orthodox
Lucie Pudilova,68.0,67.0,Orthodox
Claudio Puelles,70.0,72.0,Southpaw
Juan Puerta,69.0,71.0,Southpaw
Bubba Pugh,70.0,,
Juan Manuel Puig,69.0,,Orthodox
Hugh Pulley,72.0,,
Josh Pulsifer,70.0,,
Jens Pulver,67.0,70.0,Southpaw
Andrey Pulyaev,76.0,78.0,Southpaw
CM Punk,73.0,73.0,Orthodox
Joe Pyfer,74.0,75.0,Orthodox
Mike Pyle,72.0,74.0,Orthodox
Pat Pytlik,72.0,73.0,Orthodox
Qiu Lun,68.0,66.0,Southpaw
Bao Quach,63.0,,Orthodox
Gary Quan,68.0,,
Billy Quarantillo,70.0,70.0,Orthodox
Nate Quarry,72.0,72.0,Open Stance
Vinicius Queiroz,79.0,,Orthodox
Jimmy Quinlan,72.0,,Orthodox
Josh Quinlan,72.0,72.0,Orthodox
Ryan Quinn,68.0,,
Michel Quinones,70.0,73.0,Orthodox
Landon Quinones,69.0,70.0,Southpaw
Jose Quinonez,68.0,69.0,Southpaw
Cristian Quinonez,68.0,70.0,Orthodox
Benji Radach,70.0,,Orthodox
Jordan Radev,67.0,,Southpaw
Charles Radtke,69.0,72.0,Orthodox
Loik Radzhabov,71.0,69.0,Orthodox
Gilbert Rael,68.0,,
Josh Rafferty,72.0,,Orthodox
Marwan Rahiki,,,
Amir Rahnavardi,72.0,,Orthodox
Ricky Rainey,73.0,77.0,Switch
Shavkat Rakhmonov,73.0,77.0,Orthodox
Sora Rakhmonova,,,
Aleksandar Rakic,76.0,78.0,Orthodox
Jessica Rakoczy,67.0,,Orthodox
Zygimantas Ramaska,71.0,71.0,Orthodox
Thomas Ramirez,73.0,,Sideways
Hector Ramirez,72.0,,Orthodox
Matt Ramirez,65.0,,
Steve Ramirez,67.0,,
Amador Ramirez,,,
Mitch Ramirez,71.0,71.0,Orthodox
Andrew Ramm,73.0,,
Ian Rammel,72.0,,
Luis Ramos,68.0,,Orthodox
Ricardo Ramos,69.0,72.0,Orthodox
Davi Ramos,66.0,70.0,Orthodox
Dorian Ramos,68.0,70.0,Orthodox
Vernon Ramos Ho,66.0,,Orthodox
Kevin Randleman,70.0,,Orthodox
Raou Raou,68.0,,Orthodox
Mitch Raposo,65.0,64.0,Switch
Hussain Rasouli,66.0,,
David Rasouri,67.0,,
Ed Ratcliff,70.0,71.0,Orthodox
Bec Rawlings,66.0,64.0,Orthodox
Gideon Ray,70.0,,Southpaw
Joe Ray,,,
Stevie Ray,70.0,70.0,Southpaw
Keenan Raymond,,,
Iony Razafiarison,63.0,,
Abdul Razak Alhassan,70.0,73.0,Orthodox
Antony Rea,72.0,,Orthodox
Mateusz Rebecki,67.0,66.0,Southpaw
Rafael Rebello,65.0,67.0,Orthodox
Greg Rebello,72.0,73.0,Southpaw
Paul Redmond,70.0,,Orthodox
Dennis Reed,,,Orthodox
Karl Reed,75.0,78.0,Orthodox
Elise Reed,63.0,63.0,Orthodox
John Reedy,68.0,,
Johnny Rees,72.0,,Orthodox
James Reese,69.0,,
Zachary Reese,76.0,77.0,Switch
Stephen Regman,71.0,76.0,Orthodox
Chad Reiner,71.0,,Orthodox
Jason Reinhardt,66.0,,Orthodox
Wilson Reis,64.0,65.0,Southpaw
Ben Reiter,75.0,,
Goran Reljic,75.0,81.0,Southpaw
Leigh Remedios,67.0,,Orthodox
Ren Yawei,69.0,69.0,Orthodox
Paulo Renato Junior,72.0,73.0,Orthodox
Chance Rencountre,74.0,75.0,Southpaw
Montse Rendon,68.0,68.0,Orthodox
Marion Reneau,66.0,68.0,Orthodox
Solomon Renfro,69.0,72.0,Switch
John Renken,72.0,,Orthodox
Herman Renting,72.0,,Switch
Marco Polo Reyes,71.0,71.0,Orthodox
Dominick Reyes,76.0,77.0,Southpaw
Alex Reyes,71.0,73.0,Orthodox
Kyle Reyes,68.0,,
Javier Reyes,67.0,73.0,
Victor Reyna,71.0,74.0,Southpaw
Gaston Reyno,72.0,,
Johnny Rhodes,72.0,,Orthodox
Mike Rhodes,73.0,74.0,Orthodox
Lucrezia Ria,66.0,,Orthodox
Amanda Ribas,64.0,66.0,Orthodox
Vitor Ribeiro,68.0,,Orthodox
Will Ribeiro,68.0,,Orthodox
Claudio Ribeiro,73.0,77.0,Orthodox
Brendson Ribeiro,75.0,81.0,Orthodox
Esteban Ribovics,70.0,69.0,Orthodox
Mike Ricci,72.0,76.0,Southpaw
Alex Ricci,71.0,,Orthodox
Tabatha Ricci,61.0,61.0,Orthodox
Matt Ricehouse,,,
John Richard,,,
Rex Richards,77.0,,
Mike Richman,68.0,,
Dave Rickels,71.0,,
Haisam Rida,,,
Brad Riddell,67.0,71.0,Orthodox
Matthew Riddle,73.0,76.0,Southpaw
Joe Riggs,72.0,70.0,Southpaw
Jeremiah Riggs,72.0,,
Aaron Riley,68.0,69.0,Southpaw
Jason Riley,78.0,,
Luke Riley,,,
Moise Rimbon,70.0,,Orthodox
Jordan Rinaldi,70.0,72.0,Orthodox
Nick Ring,72.0,74.0,Southpaw
Robbie Ring,69.0,68.0,Orthodox
Mike Rio,70.0,70.0,Orthodox
Albert Rios,68.0,,
Rafael Rios,,,
Maria Rios,65.0,,
Shannon Ritch,69.0,,Orthodox
Diego Rivas,68.0,69.0,Orthodox
Jorge Rivera,73.0,73.0,Orthodox
Dante Rivera,73.0,,Southpaw
Mario Rivera,70.0,,
Francisco Rivera,68.0,70.0,Orthodox
Jonathan Rivera,,,
Jimmie Rivera,64.0,68.0,Orthodox
Irwin Rivera,66.0,67.0,Southpaw
Jerome Rivera,70.0,72.0,Southpaw
Nicdali Rivera-Calanoc,63.0,,
Pedro Rizzo,73.0,,Orthodox
Theo Rlayang,67.0,65.0,Orthodox
Justin Robbins,65.0,,
Kali Robbins,63.0,63.0,Orthodox
Karl Roberson,73.0,74.0,Southpaw
Andre Roberts,74.0,,Orthodox
David Roberts,73.0,,Orthodox
Joey Roberts,74.0,,
Tyrone Roberts,69.0,,Orthodox
Ryan Roberts,66.0,,Orthodox
Taylor Roberts,71.0,,
Daniel Roberts,70.0,74.0,Southpaw
Buddy Roberts,74.0,,Orthodox
Danny Roberts,73.0,74.0,Southpaw
Roosevelt Roberts,74.0,73.0,Orthodox
Kenny Robertson,70.0,74.0,Orthodox
Gillian Robertson,65.0,63.0,Orthodox
Chad Robichaux,64.0,,
Mark Robinson,72.0,,Orthodox
Colin Robinson,76.0,,Orthodox
Alvin Robinson,69.0,68.0,Southpaw
Damonte Robinson,72.0,77.0,
Vagner Rocha,70.0,73.0,Orthodox
Carlos Eduardo Rocha,70.0,73.0,Orthodox
Pedro Rocha,,,
Lucas Rocha,63.0,64.0,Orthodox
Shaqueme Rock,,,
Keith Rockel,72.0,,Orthodox
Luke Rockhold,75.0,77.0,Southpaw
Kevin Roddy,71.0,,
Gregory Rodrigues,75.0,75.0,Orthodox
Kleydson Rodrigues,65.0,67.0,Orthodox
Levi Rodrigues,,,
Paul Rodriguez,67.0,,Orthodox
Ricco Rodriguez,76.0,,Orthodox
Manuel Rodriguez,69.0,,Orthodox
Yair Rodriguez,71.0,71.0,Orthodox
Mike Rodriguez,76.0,82.0,Southpaw
Marina Rodriguez,66.0,65.0,Orthodox
Daniel Rodriguez,73.0,74.0,Southpaw
Ray Rodriguez,67.0,70.0,Orthodox
Ronaldo Rodriguez,66.0,65.0,Orthodox
Drako Rodriguez,68.0,69.0,Orthodox
Victor Rodriguez,65.0,67.0,Switch
Piera Rodriguez,63.0,63.0,Orthodox
Christian Rodriguez,67.0,71.0,Orthodox
Pete Rodriguez,69.0,71.0,Switch
Imanol Rodriguez,64.0,64.0,Orthodox
Nick Roehrick,74.0,,Orthodox
Marcos Rogerio de Lima,73.0,75.0,Orthodox
Brett Rogers,77.0,81.0,Orthodox
Brian Rogers,71.0,,
Pete Rogers Jr.,72.0,,
Max Rohskopf,73.0,71.0,Orthodox
Marcelo Rojo,68.0,71.0,Orthodox
Shane Roller,70.0,72.0,Orthodox
Jared Rollins,69.0,,Orthodox
Tim Roman,73.0,,
Alexandr Romanov,74.0,75.0,Southpaw
Ricardo Romero,72.0,76.0,Orthodox
Yoel Romero,72.0,73.0,Southpaw
Anthony Romero,71.0,70.0,Orthodox
Kaleio Romero,70.0,69.0,Switch
Roberto Romero,68.0,70.0,Orthodox
Mara Romero Borella,66.0,69.0,Orthodox
Cortavious Romious,64.0,68.0,Southpaw
Juancamilo Ronderos,63.0,64.0,Southpaw
 Rongzhu,69.0,71.0,Orthodox
Jesse Ronson,70.0,70.0,Southpaw
George Roop,73.0,72.0,Orthodox
Joao Roque,66.0,,Orthodox
Aaron Rosa,76.0,77.0,Orthodox
Charles Rosa,69.0,69.0,Switch
Karol Rosa,65.0,67.0,Orthodox
Jacob Rosales,71.0,74.0,Orthodox
Raul Rosas Jr.,69.0,67.0,Switch
Hilarie Rose,63.0,63.0,Orthodox
Jake Rosholt,73.0,,Orthodox
Jared Rosholt,74.0,75.0,Orthodox
Kevin Rosier,76.0,,Orthodox
Zach Rosol,,,
Shannon Ross,66.0,66.0,Switch
Nick Rossborough,77.0,,
Kristian Rothaermel,72.0,,Open Stance
Ben Rothwell,76.0,78.0,Orthodox
Rick Roufus,72.0,,Southpaw
Khalil Rountree Jr.,73.0,76.0,Southpaw
Ronda Rousey,67.0,66.0,Orthodox
Ray Routh,68.0,,Orthodox
Roberta Rovel,68.0,,
Phil Rowe,75.0,80.0,Orthodox
Cam Rowston,75.0,78.0,Orthodox
Kain Royer,,,
Brad Royster,,,
Brandon Royval,69.0,68.0,Southpaw
Jairzinho Rozenstruik,74.0,78.0,Orthodox
